duel_id,modele_a_id,modele_a,modele_b_id,modele_b,titre_page,categorie,ecole_a,ecole_b,inter_ecoles,cylindree_a,cylindree_b,puissance_ch_a,puissance_ch_b,poids_a,poids_b,a2,score_priorite
triumph-daytona-955i-vs-yamaha-thunderace,triumph-daytona-955i,Triumph Daytona 955i,yamaha-thunderace,Yamaha YZF1000R Thunderace,Triumph Daytona 955i ou Yamaha YZF1000R Thunderace : lequel choisir ?,Sportive,britannique,japonaise,oui,955.0,1002.0,129.8,147.0,219.08,232.24,non,107.3
ducati-750-supersport-vs-yamaha-thundercat,yamaha-thundercat,Yamaha YZF600R,ducati-750-supersport,Ducati 750 Supersport,Yamaha YZF600R ou Ducati 750 Supersport : lequel choisir ?,Sportive,japonaise,italienne,oui,599.0,748.0,102.0,68.0,,165.0,non,106.8
ducati-750-supersport-vs-suzuki-tl1000s,suzuki-tl1000s,Suzuki TL1000S,ducati-750-supersport,Ducati 750 Supersport,Suzuki TL1000S ou Ducati 750 Supersport : lequel choisir ?,Sportive,japonaise,italienne,oui,996.0,748.0,126.7,68.0,186.43,165.0,non,106.8
triumph-daytona-600-vs-yamaha-thundercat,yamaha-thundercat,Yamaha YZF600R,triumph-daytona-600,Triumph Daytona 600,Yamaha YZF600R ou Triumph Daytona 600 : lequel choisir ?,Sportive,japonaise,britannique,oui,599.0,599.0,102.0,111.5,,165.0,non,105.2
kawasaki-zx-6-and-zzr600-vs-triumph-daytona-600,kawasaki-zx-6-and-zzr600,Kawasaki ZX-6/ZZR600,triumph-daytona-600,Triumph Daytona 600,Kawasaki ZX-6/ZZR600 ou Triumph Daytona 600 : lequel choisir ?,Sportive,japonaise,britannique,oui,599.0,599.0,100.4,111.5,,165.0,non,104.7
honda-valkyrie-vs-yamaha-xv1600a,honda-valkyrie,Honda Valkyrie,yamaha-xv1600a,Yamaha XV1600A,Honda Valkyrie ou Yamaha XV1600A : lequel choisir ?,Custom / Cruiser,japonaise,japonaise,non,1520.0,1602.0,101.4,63.5,327.0,410.0,non,101.0
honda-vtx-series-vs-yamaha-xv1600a,honda-vtx-series,Honda VTX 1800,yamaha-xv1600a,Yamaha XV1600A,Honda VTX 1800 ou Yamaha XV1600A : lequel choisir ?,Custom / Cruiser,japonaise,japonaise,non,1795.0,1602.0,91.2,63.5,351.08,410.0,non,101.0
bmw-r1150rt-vs-triumph-sprint-900,bmw-r1150rt,BMW R1150RT,triumph-sprint-900,Triumph Sprint 900,BMW R1150RT ou Triumph Sprint 900 : lequel choisir ?,Routière / GT,allemande,britannique,oui,1130.0,885.0,95.2,93.3,279.0,214.96,non,98.8
suzuki-tl1000s-vs-triumph-daytona-t300,suzuki-tl1000s,Suzuki TL1000S,triumph-daytona-t300,Triumph Daytona 750/900/1000/1200,Suzuki TL1000S ou Triumph Daytona 750/900/1000/1200 : lequel choisir ?,Sportive,japonaise,britannique,oui,996.0,885.0,126.7,98.0,186.43,213.19,non,98.5
triumph-daytona-t300-vs-yamaha-thunderace,yamaha-thunderace,Yamaha YZF1000R Thunderace,triumph-daytona-t300,Triumph Daytona 750/900/1000/1200,Yamaha YZF1000R Thunderace ou Triumph Daytona 750/900/1000/1200 : lequel choisir ?,Sportive,japonaise,britannique,oui,1002.0,885.0,147.0,98.0,232.24,213.19,non,98.0
honda-xr-650r-vs-yamaha-tdm850,honda-xr-650r,Honda XR 650R,yamaha-tdm850,Yamaha TDM 850,Honda XR 650R ou Yamaha TDM 850 : lequel choisir ?,Trail / Aventure,japonaise,japonaise,non,649.0,849.3,61.2,78.1,122.0,,non,94.0
honda-ca-125-rebel-vs-yamaha-xv125,honda-ca-125-rebel,Honda CA 125 Rebel,yamaha-xv125,Yamaha XV125,Honda CA 125 Rebel ou Yamaha XV125 : lequel choisir ?,Custom / Cruiser,japonaise,japonaise,non,125.0,124.0,9.4,11.3,137.0,139.0,oui,92.7
suzuki-tl1000s-vs-yamaha-thunderace,suzuki-tl1000s,Suzuki TL1000S,yamaha-thunderace,Yamaha YZF1000R Thunderace,Suzuki TL1000S ou Yamaha YZF1000R Thunderace : lequel choisir ?,Sportive,japonaise,japonaise,non,996.0,1002.0,126.7,147.0,186.43,232.24,non,86.4
bmw-r1150rt-vs-kawasaki-gpz1100abs,bmw-r1150rt,BMW R1150RT,kawasaki-gpz1100abs,Kawasaki GPZ 1100,BMW R1150RT ou Kawasaki GPZ 1100 : lequel choisir ?,Routière / GT,allemande,japonaise,oui,1130.0,1152.0,95.2,124.7,279.0,267.62,non,79.9
kawasaki-gpz1100abs-vs-yamaha-tdm-900,yamaha-tdm-900,Yamaha TDM 900,kawasaki-gpz1100abs,Kawasaki GPZ 1100,Yamaha TDM 900 ou Kawasaki GPZ 1100 : lequel choisir ?,Routière / GT,japonaise,japonaise,non,897.0,1152.0,87.2,124.7,222.71,267.62,non,79.4
kawasaki-gpz1100abs-vs-triumph-sprint-900,triumph-sprint-900,Triumph Sprint 900,kawasaki-gpz1100abs,Kawasaki GPZ 1100,Triumph Sprint 900 ou Kawasaki GPZ 1100 : lequel choisir ?,Routière / GT,britannique,japonaise,oui,885.0,1152.0,93.3,124.7,214.96,267.62,non,77.9
